Region,Crop,Date,Rainfall_mm,Temperature_C,Soil_moisture_pct,NDVI,LST_C,Yield_kg_ha,Area_cultivated_ha,Market_price_Birr_kg,Supply_tons,Demand_index,Season
Gambella,Coffee,2020-06-04,122.2,24.3,23.4,0.519,35.5,3643.3,72.01,77.78,3926.5,0.6,Meher
Oromia,Sorghum,2021-11-05,83.1,19.0,12.3,0.764,21.4,1818.2,86.31,61.76,946.6,1.31,Bega
Benishangul-Gumuz,Barley,2019-10-05,146.5,25.3,13.1,0.71,25.9,2930.2,30.34,78.58,3311.8,1.46,Meher
Amhara,Barley,2019-06-19,39.3,32.7,45.2,0.646,37.6,2815.6,66.01,74.36,3159.1,1.0,Meher
Gambella,Barley,2016-06-19,43.1,25.3,18.8,0.384,32.9,3617.1,54.67,45.67,2740.7,1.59,Meher
SNNPR,Sorghum,2019-10-01,15.1,28.6,27.5,0.523,37.8,3043.4,14.59,86.5,3284.1,0.74,Meher
Somali,Coffee,2016-11-20,102.2,32.6,31.6,0.675,27.1,3291.2,43.44,83.43,412.6,1.27,Bega
SNNPR,Barley,2020-04-13,87.1,23.2,31.6,0.661,28.5,1735.7,58.04,72.89,2257.7,1.38,Belg
Somali,Coffee,2015-08-13,405.2,25.2,24.2,0.276,36.3,3602.3,85.59,68.27,445.9,1.6,Meher
Tigray,Sorghum,2021-05-12,52.8,19.7,19.8,0.282,24.5,1872.2,7.81,86.72,705.1,1.59,Belg
Oromia,Sorghum,2018-12-10,113.2,31.8,44.9,0.784,34.4,2051.3,17.96,19.67,979.5,0.77,Bega
Amhara,Maize,2023-05-07,171.7,20.6,29.7,0.18,20.4,3555.6,37.45,55.39,1310.8,1.27,Belg
SNNPR,Wheat,2021-06-09,69.5,20.2,33.2,0.837,25.5,3324.5,96.24,37.51,1903.4,1.2,Meher
Oromia,Teff,2022-10-02,77.9,33.0,43.4,0.361,34.5,2598.5,95.82,90.96,4726.8,0.72,Meher
Tigray,Teff,2024-05-30,89.8,25.2,19.9,0.208,32.3,2473.8,66.68,64.06,3328.3,1.61,Belg
Somali,Maize,2019-03-23,255.0,23.6,49.2,0.376,33.1,1833.5,52.22,52.12,1191.8,1.0,Belg
Gambella,Barley,2021-05-27,217.5,25.5,30.5,0.41,44.2,3636.9,1.85,54.29,4339.3,1.13,Belg
Oromia,Coffee,2017-04-18,40.8,25.5,14.5,0.594,40.9,2166.2,63.83,72.18,388.0,1.6,Belg
SNNPR,Sorghum,2023-07-15,243.0,29.8,42.1,0.866,34.4,1882.7,65.89,64.5,1892.6,1.21,Meher
Oromia,Sesame,2023-10-07,95.0,22.8,39.3,0.395,34.2,2984.6,22.47,25.61,1565.8,1.73,Meher
Somali,Coffee,2020-08-01,107.8,21.2,11.3,0.591,26.8,3754.7,97.97,31.27,3991.9,1.53,Meher
Gambella,Barley,2018-06-09,268.9,31.3,30.1,0.293,15.4,1950.7,75.66,58.18,2141.7,0.65,Meher
Oromia,Wheat,2019-06-01,73.6,20.4,48.6,0.581,31.4,2621.5,56.05,55.57,1031.4,1.1,Meher
SNNPR,Teff,2020-11-26,89.2,28.7,22.8,0.811,26.2,2777.8,12.27,21.59,2875.9,1.8,Bega
Somali,Maize,2020-10-25,252.0,31.8,14.7,0.371,24.8,2721.0,72.09,33.11,2070.0,1.62,Meher
SNNPR,Maize,2022-09-10,125.0,22.7,18.7,0.189,19.0,1915.6,77.48,34.13,307.3,0.9,Meher
Somali,Maize,2018-07-06,12.3,26.3,37.3,0.429,20.9,2862.1,14.35,29.08,4041.6,1.18,Meher
Oromia,Teff,2018-09-25,47.0,18.1,30.0,0.6,34.6,1778.1,29.32,69.77,4297.6,0.7,Meher
Benishangul-Gumuz,Sorghum,2015-04-27,164.0,25.9,10.3,0.793,30.0,3475.2,81.86,61.78,2154.6,0.79,Belg
Gambella,Wheat,2020-10-27,127.0,22.1,25.7,0.645,30.4,2858.9,48.44,95.2,3365.1,1.44,Meher
Tigray,Barley,2021-10-13,138.6,28.4,47.2,0.867,23.4,1879.8,59.45,40.63,3359.5,1.4,Meher
Oromia,Barley,2017-07-30,52.6,19.2,12.3,0.249,26.7,2942.1,41.09,92.03,1422.5,1.14,Meher
Benishangul-Gumuz,Wheat,2023-05-24,106.2,19.3,43.5,0.523,26.6,2013.3,43.26,79.16,4510.9,1.51,Belg
Oromia,Teff,2019-06-11,131.7,19.9,20.1,0.566,26.3,1996.8,49.18,54.51,317.5,0.56,Meher
SNNPR,Teff,2021-09-16,78.0,22.0,24.3,0.664,25.5,2533.6,72.05,76.05,3747.6,0.78,Meher
SNNPR,Sorghum,2018-01-22,60.0,24.9,20.6,0.583,17.5,2330.5,73.25,32.29,625.9,0.92,Bega
SNNPR,Coffee,2022-03-15,56.6,31.3,32.8,0.855,38.6,3177.5,97.04,57.76,1905.2,1.15,Belg
Tigray,Sorghum,2015-08-16,122.0,25.1,43.6,0.218,39.7,2251.9,7.72,83.96,666.6,0.95,Meher
Amhara,Maize,2023-06-09,152.1,18.1,17.6,0.802,32.9,2442.1,37.96,92.51,984.1,0.88,Meher
Oromia,Coffee,2019-05-07,25.3,19.2,23.3,0.674,38.3,4094.0,2.06,24.56,4682.2,0.94,Belg
Gambella,Barley,2020-11-12,49.7,24.8,30.4,0.652,32.1,713.7,75.78,46.07,1125.5,1.53,Bega
Amhara,Sorghum,2020-02-27,75.7,16.0,16.1,0.613,29.4,2408.9,77.86,52.3,4476.6,1.86,Bega
SNNPR,Coffee,2018-04-09,83.2,20.4,34.4,0.363,36.7,3045.9,17.97,65.91,4547.0,0.89,Belg
SNNPR,Coffee,2023-11-20,75.0,26.8,28.3,0.514,40.6,4128.3,56.91,41.04,1470.6,1.06,Bega
Gambella,Wheat,2023-10-24,91.6,26.0,19.1,0.384,36.3,2469.2,34.25,89.59,2077.2,0.74,Meher
Oromia,Coffee,2021-01-29,90.2,26.2,18.1,0.396,40.3,2775.0,19.18,16.84,1817.4,0.88,Bega
Somali,Barley,2022-01-18,108.5,30.5,23.9,0.255,22.5,2940.4,68.27,67.21,2321.6,0.9,Bega
Tigray,Barley,2015-06-14,117.2,19.3,31.7,0.258,37.3,2531.9,58.6,12.38,1373.9,1.64,Meher
Tigray,Wheat,2019-04-13,104.2,29.7,47.6,0.759,28.2,1822.6,44.11,73.97,187.1,1.04,Belg
Gambella,Sesame,2015-02-10,79.7,24.3,13.5,0.67,26.4,1040.9,59.47,28.37,1213.2,1.68,Bega
Somali,Sesame,2021-01-05,58.8,23.1,18.1,0.413,25.7,2154.2,9.02,55.42,414.4,1.8,Bega
Oromia,Maize,2016-08-12,57.7,23.8,41.5,0.721,25.8,1988.2,5.36,44.12,3497.4,1.73,Meher
Benishangul-Gumuz,Sorghum,2021-02-24,220.6,29.0,39.8,0.389,29.0,4067.2,37.33,52.85,640.2,1.72,Bega
Gambella,Maize,2020-11-24,161.4,29.3,37.8,0.177,41.3,2856.4,99.05,43.48,3929.2,0.95,Bega
Tigray,Maize,2021-01-23,110.5,24.6,43.0,0.292,20.2,4026.6,97.27,94.84,552.6,0.86,Bega
Tigray,Teff,2015-12-27,124.7,21.2,29.4,0.587,22.7,2013.4,79.07,20.02,1171.3,0.85,Bega
Tigray,Coffee,2020-02-08,84.6,21.7,35.8,0.323,26.5,1886.7,27.72,36.58,3854.7,1.33,Bega
Benishangul-Gumuz,Maize,2016-08-17,31.5,24.0,15.3,0.653,27.3,3403.6,9.25,93.8,776.1,1.52,Meher
Gambella,Maize,2016-06-06,68.0,18.2,21.3,0.364,31.6,2799.9,49.1,92.43,4698.8,0.71,Meher
Gambella,Coffee,2022-03-30,119.8,20.3,14.1,0.499,44.0,2383.5,66.89,93.79,1688.8,1.72,Belg
Benishangul-Gumuz,Maize,2019-12-11,56.5,26.5,16.6,0.32,27.0,3031.2,58.52,97.49,1013.0,1.59,Bega
Oromia,Sesame,2016-08-22,75.6,16.9,47.5,0.874,36.9,3259.8,88.38,74.43,173.6,1.21,Meher
Amhara,Maize,2023-12-11,18.1,29.0,35.3,0.632,32.6,1906.0,40.4,51.88,3349.0,0.69,Bega
SNNPR,Maize,2020-05-03,90.7,24.3,14.8,0.274,34.1,2276.2,61.84,44.49,4530.3,1.73,Belg
Tigray,Coffee,2023-08-15,305.1,25.6,38.4,0.426,27.8,2971.1,40.85,77.16,2292.4,0.58,Meher
Amhara,Teff,2021-01-20,165.2,23.4,31.9,0.304,21.5,1266.8,16.45,15.75,4170.9,0.5,Bega
Benishangul-Gumuz,Barley,2015-08-21,101.8,23.9,34.9,0.19,31.8,2617.3,42.37,96.28,1282.2,1.49,Meher
Benishangul-Gumuz,Teff,2022-01-13,147.6,25.3,24.9,0.299,33.1,1729.5,55.95,76.79,270.5,0.82,Bega
SNNPR,Coffee,2016-08-18,98.9,31.7,27.4,0.785,36.2,1646.8,68.7,28.19,337.1,0.73,Meher
SNNPR,Sesame,2018-07-03,56.3,22.0,16.0,0.393,31.3,3297.1,58.61,95.93,506.5,1.48,Meher
SNNPR,Maize,2023-12-29,193.3,26.0,17.0,0.858,41.5,3288.8,89.42,77.54,1220.1,1.08,Bega
Tigray,Teff,2015-08-29,34.5,23.7,33.8,0.11,20.8,2351.4,33.8,55.59,3455.6,0.68,Meher
Tigray,Barley,2016-03-29,58.7,27.2,33.6,0.694,29.5,4099.0,99.27,33.32,633.6,1.45,Belg
Oromia,Wheat,2019-07-22,99.2,28.3,13.2,0.772,34.3,3059.3,45.13,41.99,4399.8,1.94,Meher
Somali,Sorghum,2019-04-24,18.2,24.9,36.6,0.614,34.3,1330.8,75.57,81.67,2248.0,1.31,Belg
Tigray,Barley,2015-09-29,106.3,27.0,39.8,0.808,42.1,4066.6,89.95,40.36,1170.9,1.63,Meher
Oromia,Sorghum,2019-05-17,90.3,30.0,40.0,0.116,41.4,3185.5,71.88,43.25,2813.4,1.82,Belg
Amhara,Coffee,2019-02-04,83.5,31.6,42.8,0.476,36.4,2260.7,91.87,72.83,2047.4,0.93,Bega
Somali,Sesame,2018-02-17,76.5,26.0,36.1,0.523,35.8,2497.8,69.31,45.16,3913.4,0.74,Bega
SNNPR,Sesame,2016-03-30,218.4,27.3,19.0,0.674,30.7,1611.9,15.5,98.17,2156.7,1.16,Belg
Tigray,Barley,2016-02-12,344.3,20.5,32.1,0.789,29.6,2820.3,70.41,74.15,1801.3,1.1,Bega
Somali,Coffee,2022-06-13,96.3,18.3,23.7,0.232,28.3,2971.2,5.99,26.52,3084.8,1.46,Meher
Somali,Sesame,2019-09-01,96.5,24.4,35.8,0.867,26.1,3281.8,78.07,56.14,2164.7,1.54,Meher
Oromia,Coffee,2016-03-07,98.6,19.1,45.9,0.643,30.5,2116.1,56.85,61.84,2759.9,1.55,Belg
Somali,Sorghum,2022-04-13,14.6,22.3,18.3,0.396,32.9,1478.6,14.08,40.24,4243.7,1.4,Belg
SNNPR,Wheat,2017-05-27,97.2,23.1,33.5,0.254,45.2,1139.9,19.36,52.37,2443.2,0.51,Belg
Somali,Sorghum,2020-11-01,14.6,20.3,49.4,0.559,27.1,3005.1,49.5,22.12,2009.0,0.51,Bega
Oromia,Maize,2023-12-09,31.9,24.0,37.6,0.32,26.3,946.7,4.97,74.49,1602.7,1.82,Bega
Benishangul-Gumuz,Teff,2024-01-30,26.7,27.5,17.6,0.328,29.0,4173.3,91.41,43.63,1866.7,0.62,Bega
Benishangul-Gumuz,Maize,2023-02-24,100.7,28.8,42.1,0.673,37.2,3584.6,67.84,99.72,1490.0,1.02,Bega
Somali,Sorghum,2022-05-04,34.3,28.2,31.1,0.642,45.4,1783.2,82.31,78.75,81.6,1.7,Belg
Benishangul-Gumuz,Coffee,2018-12-23,86.3,22.7,29.3,0.267,44.2,2200.2,57.13,58.91,213.2,1.23,Bega
Benishangul-Gumuz,Barley,2018-01-23,104.4,27.8,46.3,0.562,23.8,1914.9,37.06,51.06,2321.9,0.67,Bega
Somali,Coffee,2017-11-05,35.7,27.2,48.1,0.517,35.7,2855.1,83.9,86.95,3337.1,1.24,Bega
Oromia,Barley,2023-04-30,58.0,29.5,11.8,0.495,28.1,1715.2,43.75,81.32,4575.7,1.61,Belg
Amhara,Coffee,2016-07-23,117.7,27.3,38.8,0.817,36.4,1405.4,58.41,82.43,1519.1,1.89,Meher
Amhara,Teff,2024-01-01,163.9,18.2,45.2,0.8,16.2,2166.9,40.49,42.65,411.3,0.84,Bega
Somali,Wheat,2016-08-27,34.7,27.6,44.1,0.78,35.4,1487.3,99.88,39.22,2509.0,1.2,Meher
Tigray,Wheat,2021-03-07,56.4,20.2,44.9,0.526,28.9,3276.9,79.37,44.23,1939.3,0.82,Belg
Amhara,Sorghum,2024-12-20,73.0,22.4,32.7,0.676,34.0,2357.9,87.49,35.98,4202.7,0.81,Bega
Tigray,Coffee,2016-10-19,61.7,23.5,29.2,0.667,31.3,2548.1,12.82,58.67,538.7,1.16,Meher
Tigray,Barley,2018-10-30,72.2,19.4,39.0,0.604,29.7,1352.7,91.97,92.72,4947.9,1.64,Meher
Tigray,Wheat,2018-05-25,61.2,27.4,38.4,0.43,22.1,3034.4,1.41,66.22,4944.5,0.69,Belg
Tigray,Coffee,2024-07-19,70.3,22.8,11.5,0.521,28.8,4346.5,69.44,14.25,3494.9,1.43,Meher
Amhara,Teff,2015-02-13,136.6,29.6,47.2,0.296,29.8,4421.5,3.54,38.26,2617.8,1.33,Bega
Oromia,Teff,2023-01-29,71.9,26.6,24.1,0.336,30.3,2902.6,77.87,98.32,4790.7,1.78,Bega
Somali,Barley,2024-01-28,23.5,27.1,15.9,0.198,24.7,1974.2,64.12,84.27,390.0,1.32,Bega
Amhara,Wheat,2015-06-30,56.1,22.2,46.0,0.605,33.2,2727.6,83.91,55.58,2883.7,0.57,Meher
Gambella,Coffee,2021-09-14,239.7,29.4,19.9,0.603,33.0,2745.0,50.86,15.42,3556.9,0.6,Meher
Oromia,Sesame,2020-02-13,292.9,24.0,30.2,0.777,24.9,2616.0,36.0,15.45,2073.1,1.55,Bega
Benishangul-Gumuz,Sesame,2022-05-13,35.6,23.9,12.7,0.736,27.5,3190.6,40.66,59.48,784.3,0.97,Belg
SNNPR,Sorghum,2016-06-06,40.7,26.7,43.2,0.804,33.1,2510.4,87.17,45.73,3093.6,1.6,Meher
SNNPR,Sorghum,2017-11-21,151.0,22.3,33.2,0.397,18.7,3010.4,45.92,94.05,2196.6,0.82,Bega
SNNPR,Coffee,2016-02-01,205.5,25.8,25.2,0.321,27.3,1490.9,98.95,52.96,4550.7,1.48,Bega
Benishangul-Gumuz,Sesame,2015-07-24,42.1,22.0,25.7,0.785,32.4,2319.9,21.64,66.48,4934.6,0.74,Meher
Somali,Wheat,2016-01-17,138.3,30.0,22.1,0.736,32.6,1549.4,42.47,51.87,1577.1,1.02,Bega
Tigray,Coffee,2017-09-25,32.3,20.7,42.3,0.268,29.9,1323.0,2.33,34.36,4482.2,1.68,Meher
Tigray,Wheat,2022-07-09,47.2,20.9,39.3,0.595,37.6,2715.2,66.01,50.6,4600.5,0.53,Meher
Somali,Sesame,2024-09-02,30.9,22.7,27.4,0.715,36.5,2930.4,44.5,91.8,3329.4,0.69,Meher
Benishangul-Gumuz,Maize,2024-03-27,180.6,24.6,26.5,0.565,37.6,2609.2,31.41,22.33,809.3,1.11,Belg
Oromia,Coffee,2019-02-01,85.6,19.9,46.8,0.245,23.7,3227.6,69.07,15.32,3442.0,0.84,Bega
Somali,Wheat,2019-04-25,40.0,21.3,46.1,0.524,31.3,963.6,83.74,27.53,2954.7,0.93,Belg
Somali,Barley,2024-06-10,51.2,25.7,40.7,0.151,10.7,1882.6,47.1,96.68,1456.7,0.99,Meher
SNNPR,Maize,2018-02-09,35.5,26.1,13.4,0.538,34.5,1851.8,12.7,60.21,335.9,1.28,Bega
Somali,Barley,2019-07-31,12.9,26.5,37.4,0.689,26.9,2252.1,5.43,26.33,3676.3,1.57,Meher
Somali,Sorghum,2023-07-05,77.0,26.7,21.5,0.661,31.6,1418.6,29.88,94.45,3974.6,1.65,Meher
Amhara,Sesame,2020-06-30,67.4,25.9,30.7,0.374,40.7,1720.4,11.21,38.89,1938.7,1.33,Meher
Somali,Wheat,2023-07-22,213.0,32.8,48.2,0.477,30.9,1930.4,88.07,14.45,4903.8,0.64,Meher
Tigray,Sesame,2020-07-14,101.2,25.0,28.6,0.824,18.1,3494.2,74.15,46.29,4599.3,0.83,Meher
Gambella,Maize,2017-07-24,142.8,22.1,21.8,0.544,28.8,1974.5,28.29,95.91,2441.3,0.8,Meher
SNNPR,Sesame,2024-01-24,63.5,19.1,33.1,0.116,32.4,1898.0,82.14,83.35,1599.0,1.71,Bega
Benishangul-Gumuz,Sesame,2016-01-16,68.9,25.1,34.5,0.896,29.6,4081.3,84.3,88.27,2728.6,0.88,Bega
Amhara,Wheat,2024-01-26,81.0,18.0,32.0,0.184,29.1,2388.4,27.21,47.75,2997.5,1.9,Bega
Somali,Barley,2023-10-12,128.4,21.8,47.1,0.48,38.6,2371.7,32.31,21.3,4746.6,1.5,Meher
Tigray,Maize,2019-03-02,185.6,28.6,17.9,0.393,27.0,3504.6,66.96,43.38,4375.6,0.59,Belg
Gambella,Wheat,2024-11-23,19.0,27.2,20.1,0.157,29.7,2628.1,3.99,66.62,2094.1,1.38,Bega
Benishangul-Gumuz,Maize,2020-06-05,248.6,19.3,22.7,0.104,24.9,1099.0,23.87,67.6,1194.1,1.29,Meher
SNNPR,Barley,2017-03-24,154.3,31.0,45.5,0.219,38.4,4318.3,48.15,26.81,308.8,0.71,Belg
Amhara,Maize,2017-07-02,80.9,22.4,24.6,0.808,41.4,2894.5,42.16,34.51,4471.8,1.73,Meher
SNNPR,Teff,2021-03-04,73.5,22.4,20.4,0.764,20.0,3575.3,25.58,56.72,2930.3,1.77,Belg
Somali,Wheat,2018-07-16,227.2,28.0,45.9,0.451,27.0,3389.0,47.5,63.83,4252.0,1.66,Meher
Gambella,Maize,2020-05-06,24.4,20.8,24.7,0.246,17.9,2278.5,58.74,74.26,3620.6,0.84,Belg
Amhara,Barley,2018-07-11,11.5,20.4,20.1,0.853,25.7,1977.1,48.95,73.37,3903.8,1.64,Meher
Gambella,Teff,2019-09-16,34.2,30.8,21.6,0.687,29.6,3350.2,38.33,10.32,519.8,1.75,Meher
Amhara,Wheat,2016-03-15,71.1,15.4,31.2,0.16,24.6,2129.6,30.94,83.84,3514.1,0.58,Belg
Somali,Sesame,2015-02-11,189.8,25.2,25.7,0.537,21.9,3142.5,42.27,41.99,1099.5,1.56,Bega
Somali,Barley,2016-08-31,33.7,28.6,33.7,0.432,35.0,2838.5,59.52,80.47,2788.8,0.78,Meher
Benishangul-Gumuz,Teff,2015-02-26,85.2,21.6,22.9,0.217,37.2,1052.5,77.33,42.28,2995.9,1.8,Bega
Amhara,Coffee,2016-02-05,34.1,19.1,15.6,0.282,26.2,2079.8,48.17,56.33,70.8,0.87,Bega
Oromia,Wheat,2018-06-30,5.1,30.8,38.0,0.881,26.4,1193.7,8.84,63.03,557.6,0.77,Meher
Oromia,Sesame,2015-11-01,27.6,31.3,18.3,0.558,31.8,3110.1,13.88,49.57,861.5,1.06,Bega
Amhara,Sorghum,2022-11-28,254.2,22.2,27.7,0.818,37.5,1511.4,26.58,29.87,2250.7,0.65,Bega
Amhara,Sorghum,2021-02-23,19.1,25.6,40.3,0.196,33.3,1902.6,15.52,32.89,4775.1,0.98,Bega
Tigray,Teff,2020-07-19,113.4,20.6,18.8,0.481,30.3,2989.5,18.86,36.74,2389.8,1.34,Meher
Amhara,Sesame,2024-07-04,37.7,28.1,33.9,0.276,42.2,1442.4,70.43,48.35,4443.5,1.29,Meher
Amhara,Coffee,2023-10-01,20.6,24.0,40.4,0.435,33.0,3008.3,65.26,64.66,1584.6,1.78,Meher
Gambella,Sesame,2015-12-03,86.4,26.3,41.3,0.484,25.4,4859.7,88.37,89.52,1484.5,1.28,Bega
Oromia,Sorghum,2018-03-13,124.0,25.7,35.5,0.406,25.1,2649.5,17.7,21.87,4022.5,0.64,Belg
Tigray,Coffee,2016-11-24,166.6,23.2,47.7,0.575,17.0,2413.4,91.08,32.32,1773.3,1.98,Bega
Tigray,Sesame,2016-06-01,42.9,34.7,11.5,0.35,33.0,2998.5,1.39,26.53,1514.3,1.69,Meher
Benishangul-Gumuz,Wheat,2023-05-06,377.5,21.7,42.7,0.865,33.8,2611.2,55.31,40.66,1978.0,1.39,Belg
Oromia,Teff,2023-07-15,86.4,10.7,21.7,0.501,28.9,2820.7,62.59,49.7,2928.5,0.57,Meher
Somali,Teff,2018-07-06,141.4,32.0,42.0,0.696,26.9,3174.2,46.19,59.98,4957.4,0.93,Meher
Benishangul-Gumuz,Barley,2024-07-16,43.4,20.3,38.2,0.113,43.9,2865.5,13.61,34.81,4343.5,1.32,Meher
Somali,Sesame,2023-03-08,69.9,25.2,19.9,0.772,26.0,1906.1,28.54,41.21,3367.0,1.4,Belg
Gambella,Coffee,2018-10-21,42.1,26.2,41.2,0.704,32.7,2211.4,39.39,15.3,4790.9,1.83,Meher
Somali,Barley,2015-08-25,240.0,23.1,20.9,0.627,26.9,1936.2,34.8,14.44,2465.2,1.49,Meher
SNNPR,Sorghum,2019-09-17,24.7,26.0,36.3,0.717,18.1,1966.9,45.44,14.2,3912.7,1.01,Meher
Tigray,Maize,2017-01-16,133.6,23.8,21.2,0.2,14.7,2453.4,16.18,66.31,3314.6,1.32,Bega
Amhara,Coffee,2022-12-29,13.3,21.7,31.3,0.472,28.0,1487.8,2.12,16.05,1234.9,1.72,Bega
Benishangul-Gumuz,Barley,2021-06-03,37.6,29.5,14.3,0.626,38.7,3397.2,87.57,78.32,968.7,0.73,Meher
Tigray,Coffee,2021-03-17,27.4,32.1,38.3,0.79,37.5,1469.6,56.36,15.7,3089.8,1.19,Belg
Tigray,Sorghum,2019-06-14,103.6,25.3,18.9,0.506,36.5,3094.9,68.02,18.12,3454.6,1.56,Meher
SNNPR,Barley,2022-10-18,32.0,28.0,44.2,0.102,27.5,2064.0,26.0,30.01,2074.8,1.19,Meher
Gambella,Sesame,2020-05-02,136.1,22.6,16.4,0.64,30.8,2373.1,91.09,73.69,4856.3,1.1,Belg
Amhara,Sorghum,2015-12-20,90.8,30.7,23.1,0.77,44.3,1184.8,26.09,36.13,736.6,0.81,Bega
Gambella,Wheat,2022-07-13,55.9,13.8,34.0,0.88,23.8,3530.4,40.58,78.88,4251.0,1.26,Meher
SNNPR,Barley,2023-08-08,27.6,22.0,34.4,0.249,37.6,2592.6,22.26,55.1,4249.3,1.36,Meher
Tigray,Sorghum,2016-11-23,155.6,26.7,18.6,0.595,25.5,3119.5,51.29,36.83,3665.2,1.99,Bega
Somali,Sesame,2019-01-09,43.8,28.8,13.5,0.189,25.4,2030.0,60.46,80.39,758.9,0.78,Bega
Somali,Barley,2022-12-19,31.7,20.1,37.2,0.828,22.9,3140.3,71.92,47.27,3304.5,1.87,Bega
Tigray,Wheat,2017-03-26,68.9,15.7,23.7,0.465,20.7,1375.8,40.01,30.41,4046.8,1.46,Belg
Oromia,Maize,2018-12-04,52.5,30.6,31.7,0.446,38.0,2218.6,11.1,53.38,1675.1,0.96,Bega
Amhara,Maize,2015-04-02,147.9,19.7,10.4,0.381,29.2,1749.7,17.25,12.05,1335.2,1.56,Belg
Tigray,Teff,2022-04-19,40.6,16.1,24.8,0.426,31.5,2356.3,84.9,54.77,4905.3,0.9,Belg
Amhara,Wheat,2021-12-14,76.5,24.2,49.6,0.51,32.5,2563.6,86.78,88.36,2992.1,0.74,Bega
Oromia,Teff,2015-07-19,30.9,17.8,15.8,0.706,31.2,3523.7,66.82,38.61,3478.5,1.38,Meher
Benishangul-Gumuz,Sesame,2018-05-01,26.8,21.1,26.0,0.788,19.3,1268.6,51.24,25.12,1154.9,1.12,Belg
Benishangul-Gumuz,Sesame,2020-12-27,172.1,21.5,42.4,0.804,25.9,1324.9,74.14,79.31,4356.7,0.52,Bega
Gambella,Wheat,2023-12-28,128.5,23.5,35.3,0.404,32.3,1361.9,2.99,62.75,2845.5,1.16,Bega
Amhara,Wheat,2019-05-14,104.9,21.1,33.1,0.122,32.4,2889.4,51.02,98.25,1197.4,0.69,Belg
Oromia,Teff,2017-06-28,65.2,17.4,35.5,0.769,34.1,3975.7,32.91,24.91,1701.1,1.59,Meher
Gambella,Coffee,2016-07-08,67.7,30.5,28.3,0.68,16.4,1989.4,97.15,96.31,3030.9,0.59,Meher
Benishangul-Gumuz,Sorghum,2015-12-13,7.8,27.0,19.8,0.376,26.4,3129.8,88.58,38.89,2306.9,1.82,Bega
Gambella,Coffee,2017-01-15,129.7,26.3,35.4,0.378,31.8,2209.6,3.82,48.58,4930.1,1.36,Bega
SNNPR,Wheat,2016-05-06,203.1,28.7,14.3,0.339,32.3,1994.6,73.52,94.82,4434.0,1.12,Belg
Amhara,Coffee,2021-12-21,75.4,23.6,30.4,0.307,33.4,3756.5,75.4,20.17,1556.8,1.12,Bega
Somali,Maize,2017-02-02,38.2,25.9,11.5,0.372,22.4,2426.1,84.37,89.21,2769.5,0.73,Bega
SNNPR,Sesame,2024-07-09,126.1,20.5,16.2,0.218,32.8,2825.3,45.04,35.95,3787.6,1.56,Meher
Gambella,Teff,2022-03-06,155.3,33.7,41.3,0.728,33.6,2147.2,74.71,98.19,339.8,0.95,Belg
Tigray,Sorghum,2018-04-09,57.4,25.9,28.2,0.411,34.8,2514.2,69.96,71.95,3284.2,0.76,Belg
Gambella,Sesame,2022-03-20,57.1,24.5,43.3,0.773,26.2,1096.0,65.38,12.73,1921.7,1.05,Belg
Amhara,Teff,2020-06-13,37.9,21.1,10.2,0.115,31.1,3095.1,53.72,35.51,1189.8,1.12,Meher
SNNPR,Sesame,2022-09-23,83.1,17.8,41.2,0.753,18.4,2411.5,46.37,81.78,3802.3,1.03,Meher
Amhara,Sesame,2023-12-17,158.1,24.8,16.1,0.316,26.2,4062.6,75.88,60.94,601.0,1.22,Bega
Gambella,Sorghum,2016-06-28,85.1,19.6,34.9,0.245,39.1,2880.0,69.42,59.26,4628.2,0.6,Meher
Amhara,Coffee,2019-02-10,116.0,25.5,49.6,0.868,20.5,2581.9,6.35,42.49,3301.8,1.37,Bega
Tigray,Teff,2017-02-15,101.0,19.8,28.5,0.798,30.2,2222.0,37.27,19.79,2612.2,0.97,Bega
Gambella,Sorghum,2020-05-02,165.3,27.0,40.6,0.668,36.2,2508.0,6.73,28.31,4745.3,0.76,Belg
Oromia,Barley,2020-07-14,37.4,24.7,37.0,0.641,24.9,2413.7,36.57,58.24,2881.9,0.71,Meher
Tigray,Coffee,2021-10-08,159.6,26.6,41.0,0.35,31.7,2568.0,87.74,80.5,3281.7,1.89,Meher
Somali,Maize,2022-07-04,114.9,22.2,34.6,0.617,20.5,3126.6,67.21,74.01,129.2,0.7,Meher
Oromia,Sorghum,2018-10-25,189.6,25.3,45.4,0.894,38.3,2948.0,94.88,31.52,3848.2,0.94,Meher
Somali,Coffee,2024-10-30,67.2,28.3,15.1,0.781,37.2,2400.8,70.28,65.11,3774.4,0.84,Meher
Oromia,Barley,2023-01-30,202.1,22.1,17.3,0.451,32.6,3645.3,67.19,21.25,2392.4,1.29,Bega
Amhara,Coffee,2017-04-18,39.9,27.1,23.2,0.649,27.5,2757.5,60.1,57.0,252.1,1.16,Belg
Somali,Coffee,2023-06-29,51.6,24.3,47.7,0.281,36.9,2313.9,12.17,42.55,3113.9,0.83,Meher
Somali,Sesame,2019-10-18,90.6,22.6,33.0,0.439,31.3,2161.9,29.32,81.26,739.3,1.88,Meher
Benishangul-Gumuz,Maize,2021-02-19,176.8,20.9,23.3,0.821,13.7,690.6,62.6,58.38,2394.2,0.67,Bega
